,creditability,age.in.years_woe,credit.amount_woe,credit.history_woe,duration.in.month_woe,foreign.worker_woe,housing_woe,installment.rate.in.percentage.of.disposable.income_woe,job_woe,number.of.existing.credits.at.this.bank_woe,number.of.people.being.liable.to.provide.maintenance.for_woe,other.debtors.or.guarantors_woe,other.installment.plans_woe,personal.status.and.sex_woe,present.employment.since_woe,present.residence.since_woe,property_woe,purpose_woe,savings.account.and.bonds_woe,status.of.existing.checking.account_woe,telephone_woe
500,good,-0.060465196,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.13955188,0.405465108,0.098637588
501,bad,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
502,good,0.31121257,-0.354821375,-0.088318617,-0.524524468,0,-0.472604411,0.190472769,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,0.805625164,-0.271357844,-0.614203978,-0.064691321
503,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,0.410062817,-0.13955188,0.405465108,-0.064691321
504,bad,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,-0.477550835,-0.031090587,-0.431137463,-0.001152738,-0.586082361,0.410062817,-0.13955188,-0.614203978,-0.064691321
505,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
506,bad,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,0.587786665,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.028573372,-0.279920067,0.762140052,1.176263223,-0.064691321
507,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.034191365,0.805625164,0.762140052,0.405465108,0.098637588
508,bad,-0.060465196,-0.354821375,-1.234070835,0.346624608,0,0.194156014,0.190472769,-0.204412515,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,-0.028573372,-0.279920067,-0.13955188,-0.614203978,0.098637588
509,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.028573372,0.410062817,-0.271357844,1.176263223,-0.064691321
510,good,0.31121257,-0.773189888,-0.088318617,-0.524524468,0,0.194156014,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.034191365,0.805625164,-0.13955188,1.176263223,0.098637588
511,bad,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
512,good,-0.060465196,-0.354821375,-0.088318617,-0.524524468,0,-0.472604411,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.586082361,0.805625164,-0.271357844,1.176263223,0.098637588
513,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,0.405465108,0.098637588
514,good,-0.528844129,0.205852054,-0.085157808,0.346624608,0,-0.40444522,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
515,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,-0.028573372,-0.279920067,0.762140052,1.176263223,-0.064691321
516,good,0.31121257,0.205852054,0.733740578,1.312186389,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
517,good,0.31121257,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.078471615,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
518,bad,-0.528844129,-0.354821375,0.733740578,-0.524524468,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.028573372,-0.279920067,-0.271357844,1.176263223,0.098637588
519,good,0.31121257,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.028573372,-0.279920067,-0.13955188,-0.614203978,0.098637588
520,good,0.31121257,0.205852054,0.733740578,1.312186389,0,-0.472604411,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,0.410062817,0.762140052,1.176263223,-0.064691321
521,good,0.31121257,-0.354821375,0.733740578,-0.108688306,0,-0.472604411,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,1.176263223,-0.064691321
522,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
523,bad,0.31121257,-0.354821375,-1.234070835,-1.134979933,0,-0.472604411,0.064538521,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
524,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.805625164,-0.13955188,1.176263223,-0.064691321
525,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.078471615,-0.074877499,0.015408625,0.587786665,0.121178625,-0.031090587,-0.032103245,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
526,good,-0.060465196,-0.773189888,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,-0.034191365,0.805625164,-0.271357844,-0.614203978,-0.064691321
527,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,0.054941118,-0.034191365,-0.279920067,-0.13955188,1.176263223,-0.064691321
528,good,0.31121257,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.078471615,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,0.112477983,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
529,bad,-0.060465196,0.205852054,-0.088318617,-0.524524468,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
530,good,0.31121257,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.064538521,0.078471615,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
531,good,-0.060465196,0.205852054,-0.088318617,-0.524524468,0,0.194156014,0.064538521,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,0.112477983,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
532,bad,-0.060465196,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,-0.13955188,-0.614203978,0.098637588
533,good,0.31121257,0.205852054,-0.085157808,0.346624608,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,0.461034959,0.805625164,-0.271357844,1.176263223,-0.064691321
534,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.028573372,0.410062817,-0.13955188,1.176263223,0.098637588
535,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,-0.034191365,0.410062817,0.762140052,1.176263223,-0.064691321
536,bad,-0.060465196,0.205852054,0.733740578,-0.108688306,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,-0.034191365,-0.279920067,-0.271357844,0.405465108,-0.064691321
537,good,0.31121257,0.205852054,-0.088318617,1.312186389,0,0.194156014,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,-0.028573372,-0.279920067,0.762140052,-0.614203978,0.098637588
538,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
539,bad,0.31121257,-0.354821375,-0.088318617,-1.134979933,0,-0.472604411,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
540,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,0.112477983,-0.028573372,-0.279920067,-0.271357844,0.405465108,-0.064691321
541,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
542,good,0.31121257,0.205852054,-0.085157808,-0.108688306,0,-0.472604411,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,1.176263223,0.098637588
543,bad,-0.060465196,-0.354821375,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,0.762140052,-0.614203978,-0.064691321
544,bad,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.078471615,-0.074877499,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.032103245,0.112477983,0.461034959,-0.279920067,-0.271357844,0.405465108,-0.064691321
545,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
546,bad,0.31121257,0.205852054,-0.085157808,-0.108688306,0,-0.472604411,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
547,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
548,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,0.015408625,-0.027973852,-0.477550835,-0.031090587,0.298716667,0.112477983,-0.034191365,0.410062817,-0.271357844,1.176263223,-0.064691321
549,bad,-0.528844129,0.205852054,-1.234070835,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
550,good,0.31121257,-0.773189888,0.733740578,-1.134979933,0,-0.472604411,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.112477983,-0.586082361,0.805625164,0.762140052,1.176263223,0.098637588
551,good,-0.528844129,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,0.461034959,-0.279920067,0.762140052,1.176263223,-0.064691321
552,good,0.31121257,0.205852054,-1.234070835,1.312186389,0,0.194156014,0.190472769,0.078471615,-0.074877499,0.015408625,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.028573372,0.410062817,0.762140052,1.176263223,-0.064691321
553,bad,-0.060465196,-0.354821375,-0.088318617,-1.134979933,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,0.587786665,0.121178625,-0.031090587,0.298716667,0.112477983,0.461034959,0.410062817,-0.271357844,-0.614203978,0.098637588
554,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,-0.034191365,-0.279920067,-0.13955188,-0.614203978,-0.064691321
555,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
556,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,0.112477983,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
557,bad,-0.060465196,0.205852054,-1.234070835,-0.108688306,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,-0.034191365,-0.279920067,-0.13955188,-0.614203978,-0.064691321
558,bad,-0.060465196,-0.354821375,-1.234070835,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.001152738,-0.028573372,-0.279920067,0.762140052,1.176263223,0.098637588
559,bad,-0.060465196,0.205852054,-1.234070835,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
560,bad,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
561,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,0.015408625,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.586082361,0.805625164,0.762140052,-0.614203978,0.098637588
562,bad,-0.528844129,0.205852054,-1.234070835,-0.108688306,0,-0.40444522,-0.157300289,0.078471615,-0.074877499,-0.00281611,0.587786665,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
563,good,-0.060465196,0.205852054,-0.085157808,1.312186389,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,0.112477983,-0.028573372,0.410062817,-0.271357844,0.405465108,-0.064691321
564,bad,0.31121257,-0.773189888,-0.088318617,-0.524524468,0,-0.472604411,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.586082361,-0.279920067,0.762140052,-0.614203978,0.098637588
565,good,0.31121257,-0.354821375,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,-0.204412515,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.070150705,-0.028573372,-0.279920067,0.762140052,-0.614203978,0.098637588
566,good,-0.528844129,0.205852054,-0.085157808,-0.108688306,0,-0.40444522,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.028573372,0.410062817,-0.13955188,-0.614203978,0.098637588
567,bad,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
568,good,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.034191365,0.410062817,0.762140052,1.176263223,-0.064691321
569,good,0.31121257,0.205852054,-0.088318617,-1.134979933,0,0.194156014,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,0.298716667,0.112477983,-0.034191365,0.410062817,0.762140052,-0.614203978,0.098637588
570,bad,-0.060465196,-0.354821375,-0.088318617,-1.134979933,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.034191365,0.410062817,-0.271357844,-0.614203978,0.098637588
571,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
572,good,0.31121257,-0.354821375,0.733740578,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.070150705,-0.034191365,0.410062817,-0.271357844,1.176263223,-0.064691321
573,good,-0.060465196,-0.354821375,-0.088318617,-0.108688306,0,-0.40444522,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.028573372,0.805625164,0.762140052,1.176263223,0.098637588
574,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
575,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
576,good,-0.528844129,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,0.054941118,-0.034191365,-0.279920067,-0.271357844,1.176263223,-0.064691321
577,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.112477983,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
578,good,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.034191365,-0.279920067,0.762140052,1.176263223,0.098637588
579,bad,-0.060465196,0.205852054,0.733740578,-0.524524468,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
580,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.054941118,-0.034191365,0.805625164,-0.271357844,1.176263223,-0.064691321
581,bad,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,0.587786665,-0.477550835,-0.031090587,0.298716667,0.054941118,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
582,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,0.078471615,0.134780612,0.015408625,-0.027973852,-0.477550835,-0.031090587,-0.431137463,0.054941118,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
583,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
584,bad,-0.060465196,0.205852054,-0.088318617,-0.524524468,0,-0.40444522,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.431137463,0.112477983,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
585,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,-0.472604411,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,0.762140052,1.176263223,0.098637588
586,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.032103245,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
587,good,0.31121257,0.205852054,0.733740578,0.346624608,0,-0.40444522,0.190472769,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
588,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,0.587786665,0.121178625,-0.031090587,-0.032103245,0.112477983,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
589,bad,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,0.054941118,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
590,bad,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
591,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,0.054941118,0.461034959,0.410062817,-0.271357844,-0.614203978,0.098637588
592,good,0.31121257,0.205852054,-0.085157808,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.034191365,-0.279920067,0.762140052,-0.614203978,0.098637588
593,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,0.461034959,-0.279920067,0.762140052,1.176263223,-0.064691321
594,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,0.064538521,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
595,bad,0.31121257,0.205852054,-1.234070835,-0.108688306,0,0.194156014,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,0.054941118,-0.034191365,-0.279920067,0.762140052,-0.614203978,0.098637588
596,bad,-0.060465196,0.205852054,-1.234070835,1.312186389,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,-0.431137463,0.112477983,-0.028573372,-0.279920067,-0.13955188,-0.614203978,-0.064691321
597,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
598,bad,0.31121257,-0.354821375,-1.234070835,-0.108688306,0,0.194156014,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.001152738,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
599,bad,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.070150705,-0.028573372,-0.279920067,-0.271357844,1.176263223,-0.064691321
600,good,-0.060465196,0.205852054,-0.085157808,-0.108688306,0,-0.472604411,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,-0.070150705,-0.586082361,-0.279920067,-0.271357844,1.176263223,-0.064691321
601,good,0.31121257,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,0.587786665,0.121178625,-0.031090587,-0.431137463,0.112477983,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
602,bad,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,-0.031090587,-0.032103245,0.112477983,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
603,bad,-0.060465196,0.205852054,-1.234070835,-0.108688306,0,-0.472604411,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,-0.031090587,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
